artist,track,duration_ms,uri
Ram Sampath,Ambarsariya,248182,4qRcjFkFqSpLBzcbLDt7HL
Palak Muchhal,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",241449,5b7u3idwfY2LyqMQlCwscm
Armaan Malik,Tumhe Apna Banane Ka,310077,3ELkIxDoWKGllVJty2aGXU
Daler Mehndi,Bolo Ta Ra Ra,313027,4gmL6HURFqPMwx8nWQoOn2
Mithoon,Sanam Re (Lounge Mix),277134,5lsMy0HuBbHSicxkxHSpJu
Yo Yo Honey Singh,Dheere Dheere,212413,4fyR24BKznXBLNkK8LwWla
K. S. Chithra,"Ye Toh Sach Hai Ke Bhagwan - From ""Hum Saath-Saath Hain""",409130,419AqVhbR1NbFwZMVX6H46
Pritam,Paisa,234387,5waPZcxgliOcZxCjswryDb
Vishal-Shekhar,Jabra Fan - Hindi Version,225000,41l0QeiOntbZbkS2l3zNM2
Abhijeet Sawant,Mohabbatein Lutaaunga,356440,0ScRAzkNibjRLPgPjsyMux
Maize Mirchi,Jashn-E-Bahara,188000,0aR0HVKhdpKwGXhliDY3ZV
Vishal-Shekhar,Bulleya,357068,3tgdOveYac7YMEAQD9sGLf
Sajid-Wajid,Soni De Nakhre,261013,4tBMbRwLJa5BjwJ6FrBlks
Gajendra Verma| Neeraj Shridhar| Sachin Gupta,"Mann Mera (From ""Table No. 21"")",198125,2BeY2dQPbD8xYxx3yhBTVD
The Doorbeen,Lamberghini,216905,7cFuzwgbtHXmSKuCzo0qCW
Sajid-Wajid,Munni Badnaam,305017,6fORBVECjNDJ1gdq5uuoAz
Amit Trivedi,Pareshaan,292075,5XXJqs7f42R8PAY4Xcr0ax
Arko,Teri Mitti - Female Version (Kesari),217000,6bY2lEYwgJRnoPWWT1Hld9
Rahat Fateh Ali Khan,"Sanu Ek Pal Chain (From ""Raid"")",210346,4wANB882g1ZhF2V8ugksY1
Atif Aslam,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",256271,0Iz4CkptElGHo16r797Jsb
A.R. Rahman,Marvel Anthem,202671,6vwsMPLdfl7TWQaNWwFora
Karan Sehmbi,"Photo (From ""Luka Chuppi"")",177159,5wdlz4N7s1Xyr4y4RXhZJM
Pritam,"Hawayein (From ""Jab Harry Met Sejal"")",289999,6871FKHumiy1Wfr6vF7Xxt
Amit Trivedi,Aaj Se Teri,312240,4ws4fIFJDtQAjNQ53KYVl2
Sonu Nigam,"Chaiyya Chaiyya (From ""Dil Se"")",416613,7ltsfuHdqTZ5LwPpDy1q0v
Abhijeet,"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",317000,4hLShJ4RCa2KhqVHD7MRDn
Jatin-Lalit,Ae Kash Ke Hum,310427,1qyib2Wb5YTbNzZi7QMhEY
Shankar-Ehsaan-Loy,Noor E Khuda,397080,0tY8ZIArzjkH6dbXp42ohg
Darshan Raval,"Chogada (From ""Loveyatri"")",249742,4ymPEyiXabTe1NO8q8EFxG
Arijit Singh,"Dil Cheez Tujhe Dedi (From ""Airlift"")",271330,4r5KcqClOrWJupeOZYEbGx
Various Artists,Samjhawan,269185,4LO5DjN6Tp3UkUvgESuy2t
Various Artists,Pal Bhar Ke Liye - Johny Mera Naam / Soundtrack Version,305440,3pVek1pi5hpm9IcWL0nME4
Ankit Tiwari,"Zindagi (From ""Pranaam"")",369619,2upbAYLg6xkB80tTxFnSCw
Shankar-Ehsaan-Loy,Pretty Woman,353880,3rsx3pDYM3a08O0Yu3Tq6V
Pritam,Janam Janam,237897,4km0RUkMMFdx8iDuq36o2w
Akhil,Khaab,201689,0a6zRnrjmaOcqsEIFkXIhw
Harrdy Sandhu,Backbone,175059,4t77OsiudWy4timV32lPa2
Pav Dharia,Na Ja,208000,32LKwbmh6yVsWoRRF8DIvf
Maninder Buttar,Sakhiyaan,179326,3sqRODOZ1Z6hR4F2tnFAlg
Param Singh,Daru Badnaam,185333,2TzyJEUfWHGRsk3r6Emvbk
Diljit Dosanjh,Do You Know,211765,1aHRhPwlNTNdMsDcYicxb6
Garry Sandhu,Illegal Weapon,230000,3Oe3VdPn6rAueriQvFhCBA
Ammy Virk,Qismat,243871,3EqgnmFJIarfSqSdBWMI8r
Amrit Maan,Bamb Jatt,234668,44n5BPCpt6p1p1upuIOhzb
Kulwinder Billa,Palazzo,198784,7KLj9oO90PzJKmGXEEpjel
Ninja,Aadat,247954,12TxeF1dTrc2bxQcEl9NyA
Parmish Verma,4 Yaar,181755,2sL8bt7tw3m5j9cVJB22hP
Karan Sehmbi,"Photo (From ""Luka Chuppi"")",177159,5wdlz4N7s1Xyr4y4RXhZJM
Various Artists,Blah Blah Blah (Mixed),76138,7Fga9FYIYUa7loKavqTSMZ
Various Artists,Exposure (Mixed),74726,643ugmxQv6XlVWr3zesa34
Various Artists,Venture (Mixed),59159,5Mnhw2me89ENp5YTvDt3ge
Various Artists,Before I Wake (Mixed),87024,3pd9CZkxXky216pwZfEQuc
Various Artists,Playmo (1st Play) [Mixed],41918,5BnfkIs96Eln7FMLp8t8xW
Various Artists,EIFORYA (Mixed),72867,3Z0xKa3hpDuhfdrTy06AfU
Various Artists,Endymion (Mixed),104107,73D57HY9w8HOMLuRBe1PJw
Various Artists,Invasion (A State Of Trance 550 Anthem) [Mixed],80055,7s13tgXCms044GvWke1GUf
Various Artists,Waiting (Mixed),42779,5aEAM9ZV3gSIGVfK3MrGgN
Various Artists,Our Origin (Mixed),194279,2wQeyKs9kbV9FKrVVULBLS
Armin van Buuren,Blah Blah Blah,183519,2xkrujtSjZz7EKAYGbIIzH
Various Artists,Exposure (Mixed),74726,643ugmxQv6XlVWr3zesa34
Various Artists,Venture (Mixed),59159,5Mnhw2me89ENp5YTvDt3ge
Various Artists,Before I Wake (Mixed),87024,3pd9CZkxXky216pwZfEQuc
Various Artists,Playmo (1st Play) [Mixed],41918,5BnfkIs96Eln7FMLp8t8xW
Various Artists,EIFORYA (Mixed),72867,3Z0xKa3hpDuhfdrTy06AfU
Various Artists,Invasion (A State Of Trance 550 Anthem) [Mixed],80055,7s13tgXCms044GvWke1GUf
Various Artists,Endymion (Mixed),104107,73D57HY9w8HOMLuRBe1PJw
Dash Berlin,Waiting - Original Mix,568942,44DRt5JbAtRrt5vxH1lazp
Armin van Buuren,Our Origin,211406,3SeowzTaXWE7YsIvltrFgE
Gareth Emery,Yesterday,199500,0IbKDougbWSz6DUAixncoB
Gareth Emery,Laserface 01 (Aperture),153444,1MQkhomMlwsYigfmswbEbx
Gareth Emery,Somebody,210004,46hzMcgAeemcnGmMUAfX93
Gareth Emery,Saving Light,275646,7ckofk3m63RHNs9wiIl5LT
Gareth Emery,Concrete Angel,236733,4dkSf57y4ySgLKXs4g5FfT
Gareth Emery,Take Everything,212239,2L93hpsnJ8scBHIQFZzh1b
Gareth Emery,Kingdom United,326500,7J82NSX45AkxmUbLEEy8Ij
Gareth Emery,Lionheart - Tom Fall Remix,175385,0y3dNGJZJLxubbeldn9gw4
Gareth Emery,Reckless,202353,2v9SirLJCR6EPUD7hQySfX
Gareth Emery,Sanctuary - Radio Edit,225709,4tlxyl1P3PtKuRk9EhyTL4
Various Artists,Romantic Mashup 2(Remix By Dj Chetas),325172,42WGQxg2lPIFBt8ZRHQ4Q4
Vishal-Shekhar,Nashe Si Chadh Gayi,237876,0biCSADTAblvLTLtJz4pXO
Mithoon,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",340672,2U0BLmYoSESYOdwMxW2yA9
Mithoon,Intezaar,267520,6p2o4ep90wpkh0qzUmyFuO
Various Artists,Love Mashup 2019,265830,2nCKF3gkwHCamm3f0jNaJd
Various Artists,Valentine's Mashup 2019(Remix By KedrockSd Style),212522,1MhHomaXgrPMBroXkpWSSa
Mithoon,Darkhaast (feat. Arijit Singh Sunidhi Chauhan),374205,1awtp7rf6ajhGY9BgzCHeZ
Various Artists,Phir Bhi Tumko Chaahunga,351588,35P2Xal9x3GAdOHytyEUFe
Jubin Nautiyal,"Lo Safar (From ""Baaghi 2"")",282023,45wzRgkkG5gjuYS3OkFWaI
Arijit Singh,"Sanam Re (From ""Sanam Re"")",308714,66mqwlj5ImLj99hyyVBozw
Sachin-Jigar,Haareya,214736,1VvGJIAjhGdB7InVP9NA7V
Sohail Sen,Jiya,283742,0ppQwuz371fPZWxx1L08cm
Jasleen Royal,Khol De Par,193178,3FvAIrl7mosCrq0oR0t2CH
Amit Trivedi,Junooni,296378,6t8IQ9k77tvz6a1sIWtUFs
Shankar-Ehsaan-Loy,Sajde,325460,7kiZ6Zf66oX6yMovt3gC1a
Shankar-Ehsaan-Loy,My Name Is Ranveer Ching,190642,3n4a26cKU7Q2NjLP7Shigv
Amit Trivedi,Hulchul,237683,50ROrq1Q8sLhr6G1cGaWFS
Arijit Singh,Jiya EDM Mix,185640,1dRL6b2R16UrkYUZwxph49
Amit Trivedi,Udanchoo,207177,7sQ5JwNttMsXz8PIyMCsaD
Various Artists,I am India-Full Song,223383,6pslcWAVfI293Bm7oQ657o
Arijit Singh,Jag Mag,192418,4eNpDmrKWNkFj40aCNHWK0
Arijit Singh,Poshampa,268460,4u8p6Epq0g0dKOjztc4WXC
Various Artists,Into The Night,176106,2ur79pTAvcUtJEQUQXp7C7
DMNDS,Honey,200060,0R0o8ASFnjFUKi3uoPzgen
Big Z,Wednesday,168556,4LOwI9uGyawEiqnSTgVdcg
ToonSquad,Save The World,218058,3XsvrPaa8CMZE0FYleqS3N
Devan,Humana,191074,0FZwpz5DLN063n2rtAgUIH
Nate VanDeusen,Far Away,223335,7BKXbnvLKQFEpK5PRHsz7H
NUDØ,Change My Mind [RØGUENETHVN Remix],155417,4B5GijEg6yFGLTnFJwNaS1
Various Artists,Heartbeat (Norro Remix),210430,1ZeBtEOpVgHRHp4e1UtXEI
Savana,Quiero Sentir,178250,112IcdZd2rWEPPmzHTSm2y
Various Artists,Give A Little Love,221376,5jNU61REAIhwB8IesPKSzN
FANNYPACK,Simple (STVW Remix),147554,0gIZLyF3MWQVcspzrLWYod
Joshua Francois,Treasure in My Soul,193216,0rZaiqTo1eIIQ1WckDQCzE
Various Artists,Your Way,177203,7Et1ywLx27DqhVMFwXbAJo
Big Z,Alive,203456,1HypUJ7Vr7W46hjwpkRDaD
Various Artists,Into The Night,176106,2ur79pTAvcUtJEQUQXp7C7
Manuals,Bam Bam,186000,1YDahbqI2PSwkn55BuphIB
Maori,In the Dark,191220,36y1ldBdO1OskxjIo0fZEA
ALLEGRØ,Find Me - Radio Edit,180960,6xkPao9781G4Mvht44YTnb
Jaimes,Lovesong.Mp3,246538,4QBDJXwMo9vrxWPLpl7jiF
Maori,In the Dark - Original Club Mix,241929,3WfYxVR3MYWDxRB7L1vLcH
Various Artists,Psycho Saiyaan,166294,5WnlpdU8nHfbogtkAl6k8E
Arijit Singh,"Pachtaoge (From ""Jaani Ve"")",226789,5QVHNa0ppJUOoqSd36ovQS
Various Artists,"O Saki Saki (From ""Batla House"")",191089,4cFwhwH5ydnHgB0Tv3lZsm
Various Artists,Tera Ban Jaunga,236437,3oWxFNsXstcancCR1wODR4
Sachet Tandon,"Mere Sohneya (From ""Kabir Singh"")",193356,2IoZMG3RqiTmsy7Li3zGFg
Various Artists,Ve Maahi,223999,4t1DkxexoMbIHfSHS4Uiyr
Arijit Singh,"Ghungroo (From ""War"")",302935,0WdbnNKO0Jt4BZACSDQh44
A.R. Rahman,"Enna Sona (From ""OK Jaanu"")",213632,1Wf5q34m4hTnAxCljiAonb
Falguni Pathak,Aiyo Rama,286800,46L0nUOVoN61L27fguY5Cr
Bappi Lahiri,Jano Meri Jano,406573,5OojC7UVlBHMIRQ2JS5TBv
A.R. Rahman,Maahi Ve,240784,1sbW5E7w8tnqpYk0Frx8QG
Various Artists,"So Gaya Yeh Jahan (From ""Bypass Road"")",152277,6HlKDKcgvwjvWPrYIqMSaK
Jatin-Lalit,Meri Duniya Hai,278107,2Kja7rWFWrg3GcMQS3hyFN
Pritam,Alvida,338587,7EjatvVN2Y2GjpvKSyWJR4
Kishore Kumar,"Kehdoon Tumhen - From ""Deewaar""",221920,5frRYI0khL5GH9SF02iKSy
Lata Mangeshkar,"Saagar Kinare - From ""Saagar""",257800,1L1yPuBSIY5kqYZtgA7tss
Altaf Raja,Mere Rashke Qamar,293187,5Xs69IyWXGW4tePJnSsn2U
Himesh Reshammiya,Oodhni,413147,5sJjo5vHh3icLEntFQlt8w
Shankar-Ehsaan-Loy,"Kya Karoon? (From ""Wake Up Sid "")",236160,1FRcg84SSGxJTsIR16z4AU
Kishore Kumar,Pal Pal Dil Ke Paas - Blackmail / Soundtrack Version,328480,23JJN1KGBs0lYYo0HMpdPc
Arijit Singh,"Roke Na Ruke Naina (From ""Badrinath Ki Dulhania"")",278402,6DBVELTPG2MCS1L3DlDXbi
Pritam,Hawayein,289999,0l6g8Z8mqGbGXFOjigYetD
Various Artists,Dua-Saware,318635,4TLeqfakQT1ObdwMkuHEaF
Various Artists,Soch Na Sake-Sab Tera,283110,6ooVSjlIZvvnqFQrQmdso3
Pritam,Tum Mile,343787,1EjxJHY9A6LMOlvyZdwDly
Jeet Gannguli,"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",289013,6CV2iSJV2W6yAITDxSSes3
Various Artists,"Wada Karo - From ""Aa Gale Lag Jaa""",314707,6PTn66QzyMC8qVV7vNMRXE
Laxmikant–Pyarelal,Aaj Phir Tum Pe,398760,2zGiBYiOIbioKAJgV3D2TZ
Mohit Chauhan,"Achha Lagta Hai (From ""Aarakshan"")",236093,6KXgww1fZA1bwIKgXNFKej
2008 Top Pop Songs,Falling to Pieces,255076,4lzMvEc2jgy7e15DuvSQ1f
Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",287374,25MPTnqXQB1H6OkwSYUXWx
Mannan Shaah,Proper Patola,178605,39ujbBjTwwqUFySaCYDMMT
Jeet Gannguli,Hamari Adhuri Kahani (Title Track),398799,3HiobOOpSpMsi95WBKPBYk
Kishore Kumar,"Nahin Nahin Abhi Nahin - From ""Jawani Diwani""",243067,198XE4BO4sagPrmE9SxSLl
Kishore Kumar,"Jahan Teri Yeh Nazar Hai - From ""Kaalia""",324307,3Zcn9hmp3WrnGAeOOkWqNL
Vishal-Shekhar,Fakira,288020,3gCljMiGFfcum5sOHTMfwZ
Salim–Sulaiman,Kurbaan Hua,259360,1PH0yXNGtSZbL2eufpgFJ4
Pritam,Golmaal,242485,3RCZgzKfc1r0VtKdBKBkhE
Ismail Darbar,Chand Chhupa Badal Mein,347013,6LVYBlYJ4pezcfk7V8Tttk
Pritam,Gunji Aangna Mein Shehnai,308744,6QKHQ5MYtp3xbXqJDooDhf
Kumar Sanu,"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",324893,5P95bvisCsljo4qxI68Exi
Kishore Kumar,"Tera Mujhse - From ""Aa Gale Lag Jaa""",339667,1Sa630OZqUC4EcJwOWoWzR
Himesh Reshammiya,Aisa Deewana,313267,6VoXc7GRlsVaIkamDLPfTu
Himesh Reshammiya,Kyon Ki Itna Pyar,356480,2Cy0T0n18rleVVr2O5BIWA
Lata Mangeshkar,"Kya Yahi Pyar Hai - From ""Rocky""",384493,7Avl75LRSHu6J13bt67W2o
Shankar-Ehsaan-Loy,"Kya Karoon? (From ""Wake Up Sid "")",236160,1FRcg84SSGxJTsIR16z4AU
Kumar Sanu,"Tum Dil Ki Dhadkan Mein (From ""Dhadkan"")",314227,5HJcl5wuEptCtI5CSo8eFJ
Jeet Gannguli,Darbadar,262100,4Vcre9A1a4dBhHzzU6aWN2
A.R. Rahman,Roobaroo,282973,3vqJY3pVELLIxqXXyI08yr
Kalyanji-Anandji,Neele Neele Ambar Par - Male Version,320000,02zPo0Dt0R4TTFY5zLJZnK
Various Artists,Zero Hour Mashup 2015(Remix By Dj Kiran Kamath),259670,59nB7okW0qhj6924cjimOH
Arijit Singh,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",370444,6aPMWbbdhDhiJHlknZb9Yx
Dhvani Bhanushali,Vaaste,196044,0mJTAdmY8olbGQjopDYff3
Various Artists,Kaise Hua,234722,5w0Xpt2YHT2Y3z3e4UUJP7
Various Artists,Valentine Mashup 2019 - DJ Notorious & Lijo George,240006,0qPLlSlMNQgI3z6wykpL8R
Gourov - Roshin,Tere Do Naina (feat. Ankit Tiwari),229582,3OL4Bb1hYMLGWTaa0NFX3A
Pritam,"Main Agar (From ""Tubelight"")",279500,3kYlKr1xGsBS7mluB9W7AV
Justin Bieber,Yummy,210427,41L3O37CECZt3N7ziG2z7l
Justin Bieber,Mark My Words,134347,2SnNaoNhMjC1WRMTWD8qTX
Justin Bieber,All Around The World,244547,1Mg8vLBYwizu7AuhYQO64V
Kumar Sanu,"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",474653,2k2wbpYLNBmaI6o06KWOgN
Vishal-Shekhar,Tujhe Bhula Diya,279429,4r8JqkhpTb5tzSKKHnVJIJ
Mohammed Rafi,"Maine Poochha Chand Se - From ""Abdullah""",307373,0i6U12LOWlHNngec0HCroE
Alisha Chinai,Made in India,266800,6NVGAoLnJaooF97t8Kgs78
Asha Bhosle,"Kitaben Bahut Si (From ""Baazigar"")",389387,6boYaYafMoyPZAw8VMasNm
Maninder Buttar,Ik Tera,160768,57DhVYA7E1CyrE4OKuyLb7
Nikk,Yaari,177750,04UzZSWfw8hkK832P27QLq
Harrdy Sandhu,Dance Like,171600,36EPfDEkfLYQLt8Fvced8x
Baani Sandhu,8 Parche,210000,42ETKyApzUl8hTtytFAjen
Various Artists,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",188606,5fXslGZPI5Cco6PKHzlSL3
Karan Aujla,Chitta Kurta,217260,7mUuarQfB0E0Xs80Vzd2gw
Jass Manak,Viah,162441,12V0iduYsoXxsQYTSeFB2H
Amrit Maan,Combination,242808,0qiRXUSuGlbdBasXJ8AInc
Deep Jandu,Bombay to Punjab,243298,1xoQjCAP6a63tZXbsMziXk
The Kidd,Dhakka,246818,2fPPWdQuHY3CxPIOk6qbwH
Neha Kakkar,Wah Wai Wahh,176344,1WNx951v5YEC58zCvcGDNk
B Praak,Filhall,255000,6E7P1uT2afeor2t6wR2y2r
Parmish Verma,4 Yaar,181755,2sL8bt7tw3m5j9cVJB22hP
Jassie Gill,Aukaat,163492,4Kwajm44l1SNP6fJT93WDq
Jassie Gill,Surma Kaala,211720,0rJYDeeUkMpWDs2eKWoDtB
Inder Chahal,Gal Karke,173382,79XBui7ea1RGjlC57AH0w1
Sunanda Sharma,"Mummy Nu Pasand (From ""Jai Mummy Di"")",184609,74qF0JeFMVilMEeFDiQZ48
Jassa Dhillon,Pyar Bolda,162375,3RtR0XXNGtBHJkFgY6OvTQ
Ammy Virk,Wang Da Naap,158983,5r7k55M31Q22AEJkF1GTyw
Rajvir Jawanda,Kangani,198000,1s9gAzrbB8AchI6EGH9hMA
Diljit Dosanjh,Jind Mahi,175000,3SJVCbBFTxR6UvvTWRNbMp
Diljit Dosanjh,Gulabi Pagg,170882,35CTzZi7rJLBHvfVZZBrVr
Sidhu Moose Wala,Sohne Lagde,209453,4uP5KkYk4DdprU4sXqb3qU
Garry Sandhu,Illegal Weapon,230000,3Oe3VdPn6rAueriQvFhCBA
Gurmeet Singh,Laung Laachi Title Track,160636,4x2aq8zGk5bNMGApkjC4VT
Jassie Gill,Nikle Currant,212925,5T3rp70MEW4XnWv82BDVey
Pav Dharia,Na Ja,208000,32LKwbmh6yVsWoRRF8DIvf
Badshah,She Move It Like,181765,39vrbjCMTRXEdiIr2IsBgd
Bilal Saeed,Adi Adi Raat,234097,11c69hzfxZP5QlTNP77bbB
Gregory Alan Isakov,San Luis,272347,7gDNQLV9cr8449LFrQbk5J
David Keenan,Good Old Days,318987,5yeSWsJ0E76OvvUoOWIyIF
Darlingside,Hold Your Head Up High,217360,7oOsCpcgcLXKkkIPQzQ6cX
Mick Flannery,Fool,216782,4NgfxzTUZw3s953GcTvDxC
Yoke Lore,Beige,204209,0FfZudphGgQTGeEV6AhmOs
Dermot Kennedy,Power Over Me - Acoustic,200436,2E04ekeTRa6FsyK1twNZrL
Peter Bradley Adams,My Arms Were Always Around You,200800,53iFMaNUXn6Oj8hUIKSO5a
Blanco White,Olalla,247373,0vrlxoXcbwD8Sklwy59N9g
Robert John Ardiff,Eskimo Coat,255568,5X5r8A2dpAiJVvFrupBxDZ
Ray LaMontagne,Such A Simple Thing,296387,4PuUa8e5s7P3Zv1IdCGIsa
The Barr Brothers,You Would Have to Lose Your Mind,381640,6mV07lqIpvpBh3xBXn1M71
Villagers,A Trick of the Light,248253,1rCPg5GOtes0FIo1BzgvUi
Ian Noe,Letter to Madeline,269083,1IUjddy3uFzP76h8Zl9vFI
Big Red Machine,I Won't Run From It,218787,7aW3SM5qFJu0IYVOWrAvRQ
Charlie Cunningham,You Sigh,178827,2Gsare6GuBE2Ph3zJanNKl
Nathaniel Rateliff & The Night Sweats,You Worry Me,214160,7ADBL3WZ9Oyj7zgkg7ODT8
Birdtalker,Heavy,264151,1jzo5QmpKa8eLSF3NOJzPe
Katie Pruitt,Loving Her (OurVinyl Sessions),364625,5ZvIQaGCffvBWlWQVh4Cha
Nick Mulvey,Punta Cometa - Dancing For The Answers Alt Version,216753,0oiiHes8LMjKbofgD1aDcA
Quiet Arrows,Drift (Acoustic),235449,2g4R92yMTh8dXcgfWBgx1N
A Blaze of Feather,Six Years,282147,7DeJ8TdwgNpz6Un0SiskhX
The Last Revel,Blind in the Fray,213360,6SjG7HZ8R5jnz6HOdxIFS0
Caamp,Peach Fuzz,224360,7yJbLez2ieMI2PBybVp8Nu
Joy Williams,When Creation Was Young,209427,4ZkZeQaJjmKuUPr7SOIjhU
William Wild,Morning,262571,3Gsuq6GGXfKB9AwNwL87NJ
Tyler Childers,All Your'n,218280,0fCwTrRNfoNk962ati8n2K
S. Carey,Rose Petals,213667,0NJ1LV5VblYyJsJt3EbAx7
Jill Andrews,Sorry Now,192160,5vTnp3Oue2Vioki5Jn5Nwx
A.R. Rahman,Arziyan,519236,3V80Iv04B9XAqGHbXdtRT1
A.R. Rahman,Kun Faya Kun,470500,7F8RNvTQlvbeBLeenycvN6
Various Artists,Mere Rashke Qamar,220382,4sNiMTu47WkUgW87qeUlWF
Vishal-Shekhar,Aas Paas Khuda,319116,3kuxr8U3QynLzyW82p5hYR
Pritam,"Ajj Din Chadheya (From ""Love Aaj Kal "")",315013,6lHBOxVVbjkmByOjHRC2bA
Salim–Sulaiman,Maula Mere Lele Meri Jaan,288366,0OWzDem8abfJvWpQcssjIE
Sohail Sen,Mann Kunto Maula,285962,2de1f1AraAn3235UwrWBYF
Various Artists,Allah Ke Bande,246883,6Y1cH3RzDCMWGQtOS0HmP8
Shankar-Ehsaan-Loy,Murshid Khele Holi,453683,24Kzi3fQJucJaPymgNvw98
Various Artists,"Auliya (From ""Ungli"")",201402,3R1jpFxHMocRFJfKKaUf9b
Various Artists,"Bekaraan (From ""7 Khoon Maaf"")",385987,2J7aUdac0KfYohy6w31QJN
Mithoon,"Humnava (From ""Hamari Adhuri Kahani"")",328854,4wqyrrwu6HCZWqdbOx53JX
Vishal-Shekhar,Jag Ghoomeya,281992,4KCbZcshgibfJSCAkg87Lv
Mithoon,Madno,504402,4GHuEO0gWcA05tBAdzjFmf
Salim–Sulaiman,O Re Piya,379768,7cWnks0lsRtpAi87COOiXK
Kailash Kher,Saiyyan,343907,2vR23BjIzpLMtzsyKrM6Mb
Various Artists,"Teri Justajoo (From ""Teri Justajoo"") - Saaware",277413,2VmEiMNE9G9JKkDj0imE8P
A.R. Rahman,Aise Na Dekho,256827,29ZOsiLkEf9vNyG51FEjtH
Krsna Solo,Old School Girl,219023,4REnXXyylj1jWHm0zHW0CL
A.R. Rahman,Tu Bole .Main Boloon,273694,73m0ROzv1B86iNvuo8rh8z
Amit Trivedi,Taarefon Se,278239,2uwZSBvQer73esf6tV1wQG
Piyush Mishra,Idhar Gire - Studio,262896,7l5A6CW6VytJg7s5NIxmUM
A.R. Rahman,Rehna Tu,409275,5RZbS87YI2wd87SWuO0YAX
Shankar-Ehsaan-Loy,Ye Tumhari Meri Baatein,324058,1xaj4bm3GMthtoZHUfepl1
Various Artists,Ye Mera Divanapan,214200,6E7eY5GIHaHlRnsqJMXqn6
Various Artists,Dil Ki Toh Lag Gayi,251584,744BhALa5sLOF31Je1dXom
Vishal Bhardwaj,Darling,208093,6z3p3Gm5FOH1n22ummzEh7
Shankar-Ehsaan-Loy,Girls Like To Swing,243166,5JlZLXvZBEFD9u8OoJq6Yh
Sneha Khanwalkar,Ab Kya Bataun,275251,022Kx1aHXssUeHkxzWVNyO
Vishal Bhardwaj,Jab Bhi Ciggaret (Jazz),281973,3MXQFw6t7doW84LqVDdNrS
Shankar-Ehsaan-Loy,Bum Bum Bole,335833,5Dq7d6Y2K2CRNFm1bC3I7A
Various Artists,Main Hoon Ghatothkach (Child),138218,4eGoKbelVEhhFjBn7dzAIm
Salim–Sulaiman,Badal Pe Paon Hai,243931,2aHz87L2Z4a0ZEQ7vMlH8z
Pritam,Haanikaarak Bapu,262857,2iLeerAUsEou9jRdBYZsVU
Various Artists,Khuraafaat,111427,60dbK6DBxJdgUejboFF9c7
Pritam,Pink Gulaabi Sky,200274,2ZzwI3RQVKm0doiIloxtbh
Amit Trivedi,Udaan (Nadi Mein Talab Hai),298382,0W5yso2Ep02tXDOTIW7nRn
Pritam,Chicken Kuk-Doo-Koo,343147,1DUoaxHClMTqzTZCTcF61z
Various Artists,Zindagi Dor Si/Nants' Ingonyama,241800,2gI6DPgAK6l8t7hDt1bx2t
Various Artists,Aasmaan Ke Paar,375227,1wYJfvpYirtoh4fsc7Bo6n
Amit Trivedi,Geet Mein Dhalte Lafzon Mein,295928,12AjhiaIdCBGRgV1iSdPy8
Pritam,Galti Se Mistake,203077,7gFu2zjthH2zPbyl4uHLpr
Rohan Vinayak,Maths Mein Dabba Gul,178972,5uhn8zlhs92bX85l0OKe0w
Pritam,Ullu Ka Pattha,211177,3rVBZoeJT4lIr1S9EeENtc
Shankar-Ehsaan-Loy,Bheja Kum,129351,2kAtUlOOebO7XsaTQVOKHL
A.R. Rahman,Chhoti Si Aasha - Version 1,297347,47U38LbRLzE76b6QOPZYtu
Shankar-Ehsaan-Loy,Taare Zameen Par,428499,5ELS4KckqA4uxrS8RnxEjv
Amit Trivedi,Gubbare,271655,0a4IoONosaWbLT4QfSvqij
Rajesh Roshan,Tare Asmaan Ke Dharti Pe,330493,1cYKopym2mvbBSJvg7hEgw
Various Artists,Mausam Ke Sargam Ko - Khamoshi - The Musical / Soundtrack Version,387560,0RxidBsNeCuUBG8A7t8i3O
Benny Dayal,Kaise Mujhe,343742,5dJ02bXM7hZYWFO2YMWHKs
A.R. Rahman,Guzarish,327030,2MvCNH9ua0CeOgUQfZf56z
Pritam,Aao Milo Chalo,325934,6ocOeSjnWPcSTaSsi0zIdY
Pritam,Tum Se Hi,321225,7eQl3Yqv35ioqUfveKHitE
Shankar-Ehsaan-Loy,Maa,310665,4SuA85PaD8GFTPYwKNYDe1
Shankar-Ehsaan-Loy,Jaane Kyon Log Pyar,289387,2NouPVwXUlBF0wDm5bpAbp
Shantanu Moitra,Behti Hawa Sa Tha Woh,299777,2DxhfuyHsvTvY5uUdClqYu
Vishal-Shekhar,Main Agar Kahoon,308158,0iXLwnLmLwn9y54JtBTNxY
Vishal-Shekhar,Jag Soona Soona Lage,329429,2sVzO3L0fdOMVe8wVlM0IE
Shankar-Ehsaan-Loy,Mitwa,382973,4BTPzhEsyW3blWcxcuhLM0
